Descripcion;Precio Contado;Precio Tarjeta;SEGMENTO
PERFIL MINI 1,2M P/GRAMPA AJUST. 16-40 DURATOP;5322,52;6494;GRAMPAS
PERFIL MINI 60CM P/GRAMPA AJUST. 16-40 DURATOP;2841,32;3467;GRAMPAS
PERFIL STD 1.2M P/GRAMPA 40-160 DURATOP;10419,79;12713;GRAMPAS
PERFIL STD 60CM P/GRAMPA 40-160 DURATOP;5494,69;6704;GRAMPAS
R1-SOMBRERETE DE VENTILACION DE 110 MM DURATOP;2067,89;2523;SOMBRERO, NEGRO
R1-SOMBRERETE DE VENTILACION DE 63 MM DURATOP;1245,69;1520;SOMBRERO, NEGRO
RECEPTACULO CANALETA SALIDA HORIZ. 110 DURATOP;10440,46;12738;RECEPTACULOS
RECEPTACULO CANALETA SALIDA VERT. 110 DURATOP;7409,42;9040;RECEPTACULOS
REJA N 12X12CM MARCO BCE C/REJA DE ACERO INOXID. D;4311,17;5260;REJILLA, ABIERTA
REJA N BRONCE C/REJA DE ACERO INOX 8X8CM;3149,61;3843;REJILLA, ABIERTA
REJILLA INTERNA DURATOP;4082,67;4981;REJILLAS
REJILLA KIT DE 12 X 12 - 110 MM DURATOP;6389,73;7796;REJA, ABIERTA
REJILLA KIT DE 12X12 P/ PIL. PAT 125M DURATOP;6853,14;8361;REJA, ABIERTA
REJILLA KIT TAPA DE 15 X 15 DURATOP;10656,58;13002;REJA, ABIERTA
REJILLA KIT TAPA DE 20 X 2O DURATOP;14788,19;18042;REJA, ABIERTA
REJILLA MARCO BCE C/TAPA ACERO INOXID. 12X12CM DUR;4586,95;5597;REJA, ABIERTA
REJILLA MARCO BCE C/TAPA ACERO INOXID. 15X15CM DUR;6454,84;7875;REJA, ABIERTA
REJILLA MARCO BCE C/TAPA ACERO INOXID. 20X20CM DUR;11213,55;13681;REJA, ABIERTA
REJILLA PORTAMARCO 125 P/REJA 12X12 DURATOP;2287,77;2792;REJA, ABIERTA
REJILLA PORTAMARCO DE REJILLA 12X12CM DURATOP;2306,81;2815;REJA, ABIERTA
REJILLA PORTAMARCO DE TAPA DE 20X20CM DURATOP;7329,54;8943;REJA, ABIERTA
REJILLA PORTAMARCO MACHO 110 P/REJA 12 X 12CM DUR;2288,65;2793;REJA, ABIERTA
REJILLA PORTAMARCO PILETA DE PATIO 110 MM DURATOP;1629,24;1988;REJA, ABIERTA
SOPAPA DE BAÑERA HORIZONTAL CROMO 40MM DURATOP;7179,68;8760;SOPAPAS
SOPAPA DE BAÑERA VERTICAL CROMO 40MM DURATOP;7118,34;8685;SOPAPAS
TAPA LATERAL H 105 DURATOP;2204,32;2690;CANALETA
TAPA LATERAL H 55 DURATOP;2175,69;2655;CANALETA
TRABA PARA TAPON DURATOP 110 MM DURATOP;1213,23;1481;CANALETA
TRAMPA ANTIRRETORNO C/REJILLA INTERNA DURATOP;12099,35;14762;CANALETA
TRANSICION ELASTOMERICA 110MM DURATOP;5019,07;6124;TRANSICIONES
TRANSICION ELASTOMERICA 40MM DURATOP;1569,34;1915;TRANSICIONES
TRANSICION ELASTOMERICA 50MM DURATOP;1725,19;2105;TRANSICIONES
VALVULA ANTIRRETORNO 110 MM;26158,56;31914;VALVULAS
VALVULA ANTIRRETORNO 160 MM;38083,77;46463;VALVULAS
CC CUPLA 110MM DURATOP;2199,1;2683;JUNTA ELASTICA, NEGRO
CC CUPLA 40MM DURATOP;761,61;930;JUNTA ELASTICA, NEGRO
CC CUPLA 63MM DURATOP;1111,11;1356;JUNTA ELASTICA, NEGRO
CCAHH CODO A 45º H-H 110MM DURATOP;2322,45;2834;JUNTA ELASTICA, NEGRO
CCAHH CODO A 45º H-H 40MM DURATOP;678,35;828;JUNTA ELASTICA, NEGRO
CCAHH CODO A 45º H-H 63MM DURATOP;1155,17;1410;JUNTA ELASTICA, NEGRO
CCAMH CODO A 45º M-H 110MM DURATOP;1711,97;2089;JUNTA ELASTICA, NEGRO
CCAMH CODO A 45º M-H 40MM DURATOP;534,25;652;JUNTA ELASTICA, NEGRO
CCAMH CODO A 45º M-H 63MM DURATOP;949,99;1159;JUNTA ELASTICA, NEGRO
CCUHH CODO A 90º H-H 110MM DURATOP;2891,45;3528;JUNTA ELASTICA, NEGRO
CCUHH CODO A 90º H-H 40MM DURATOP;647,85;791;JUNTA ELASTICA, NEGRO
CCUHH CODO A 90º H-H 50MM DURATOP;897,97;1096;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º M-H 40MM DURATOP;559,14;683;JUNTA ELASTICA, NEGRO
CPP PIL. DE PATIO MOD 110 C/ SAL. 63MM C/5 EN -110;5411,56;6603;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 110 X 110MM DURATOP;4624,15;5642;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 110 X 63MM DURATOP;3221,26;3930;JUNTA ELASTICA, NEGRO
BISELADOR PARA TUBOS DURATOP 40 - 160 MM DURATOP;121598,83;148351;CAÑOS
OBTURADOR NEUMATICO 110-160 DURATOP;143142,45;174634;OBTURADORES
OBTURADOR NEUMATICO 40-50-63 DURATOP;131583,26;160532;OBTURADORES
DURATOP TUBO 110 X 1000 MM;6163,77;7520;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 110 X 1500 MM;7643,78;9326;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 110 X 2000 MM;9366,03;11427;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 110 X 250 MM;3300,97;4028;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 110 X 2700 MM;11419,45;13932;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 110 X 3000 MM;12685,92;15477;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 110 X 500 MM;3968,58;4842;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 110 X 750 MM;5053,77;6166;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 160 X 1000 MM;13363,04;16303;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 160 X 2000 MM;22008,37;26851;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 160 X 3000 MM;31036,01;37864;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 160 X 4000 MM;35476,51;43282;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 40 X 1000 MM;1887,3;2303;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 40 X 1500 MM;2620,54;3198;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 40 X 2000 MM;3157,11;3852;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 40 X 250 MM;1104,71;1348;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 40 X 3000 MM;4316,46;5267;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 40 X 500 MM;1433,34;1749;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 40 X 750 MM;1652,98;2017;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 50 X 1000 MM;2388,57;2915;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 50 X 1500 MM;3081,61;3760;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 50 X 2000 MM;3958,31;4830;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 50 X 250 MM;1384,43;1690;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 50 X 3000 MM;5314,94;6485;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 50 X 4000 MM;7205,25;8791;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 50 X 500 MM;1734,23;2116;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 50 X 750 MM;2077,06;2535;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 63 X 1000 MM;3118,17;3805;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 63 X 1500 MM;3924,33;4788;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 63 X 2000 MM;4739,45;5783;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 63 X 250 MM;1847,62;2255;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 63 X 3000 MM;6242,62;7616;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 63 X 4000 MM;8927,57;10892;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 63 X 500 MM;2306,93;2815;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 63 X 750 MM;2714,2;3312;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO M-M 125 X 1000MM;8155,12;9950;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO M-M 125 X 4000MM;33124,79;40413;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 110 X 4000 MM;16100,27;19643;JUNTA ELASTICA, CAÑO, TUBO
DURATOP TUBO 40 X 4000 MM;5730,79;6992;JUNTA ELASTICA, CAÑO, TUBO
BAJO EMBUDO HORIZ 110 P/MEMBRANAS XRS;19239,7;23473;BAJOS
BAJO EMBUDO VERT 110 P/MEMBRANAS XRS;14920,46;18203;BAJOS
CAÑO CAMARA XRS M-H 110;31508,27;38441;DURATOP, REFORZADO
CAÑO CAMARA XRS M-H 160;64632,54;78852;DURATOP, REFORZADO
CODO XRS 45º M-H 110;6801,65;8299;DURATOP, REFORZADO
CODO XRS 45º M-H 160;37291,64;45496;DURATOP, REFORZADO
CODO XRS 45º M-H 200;49963,01;60955;DURATOP, REFORZADO
CODO XRS 45º M-H 40;1117,38;1364;DURATOP, REFORZADO
CODO XRS 45º M-H 58;3592,21;4383;DURATOP, REFORZADO
CODO XRS 45º M-H 63;2977,34;3633;DURATOP, REFORZADO
CODO XRS 45º M-H 78;6544,79;7985;DURATOP, REFORZADO
CODO XRS 90º M-H 110;6801,65;8299;DURATOP, REFORZADO
CODO XRS 90º M-H 160;40608,63;49543;DURATOP, REFORZADO
CODO XRS 90º M-H 200;60080,43;73299;DURATOP, REFORZADO
CODO XRS 90º M-H 40;1069,21;1305;DURATOP, REFORZADO
CODO XRS 90º M-H 58;3835,64;4680;DURATOP, REFORZADO
CODO XRS 90º M-H 78;7346,01;8963;DURATOP, REFORZADO
CUPLA XRS 110;11296,86;13783;DURATOP, REFORZADO
CUPLA XRS 160;23666,34;28873;DURATOP, REFORZADO
CUPLA XRS 200;63252,59;77169;DURATOP, REFORZADO
CUPLA XRS 40;1102,49;1346;DURATOP, REFORZADO
CUPLA XRS 58;5631,6;6871;DURATOP, REFORZADO
CUPLA XRS 63;4747,71;5793;DURATOP, REFORZADO
CUPLA XRS 78;6487,84;7916;DURATOP, REFORZADO
EMBUDO HORIZ 110 REJA PLAST 20X20 XRS;15819,15;19300;DURATOP, REFORZADO
EMBUDO HORIZ 63 REJA PLAST 20X20 XRS;13599,99;16592;DURATOP, REFORZADO
EMBUDO REDONDO HORIZ 110 P/MEMBRANA XRS;23865,61;29117;DURATOP, REFORZADO
EMBUDO REDONDO VERT 110 P/MEMBRANA XRS;19345,34;23602;DURATOP, REFORZADO
EMBUDO VERT 110 REJA PLAST 20X20 XRS;13548,01;16529;DURATOP, REFORZADO
MANGUITO DESLIZANTE XRS 110;8251,56;10067;DURATOP, REFORZADO
MANGUITO DESLIZANTE XRS 160;35757,1;43624;DURATOP, REFORZADO
MANGUITO DESLIZANTE XRS 200;57451,39;70091;DURATOP, REFORZADO
MANGUITO DESLIZANTE XRS 58;5713,4;6971;DURATOP, REFORZADO
MANGUITO DESLIZANTE XRS 78;7932,71;9678;DURATOP, REFORZADO
RAMAL DOBLE XRS 180° M-H 110 X 110;70980,62;86597;DURATOP, REFORZADO
RAMAL DOBLE XRS 90º C/VENT 110 X 110;62339,66;76055;DURATOP, REFORZADO
RAMAL INVERTIDO XRS 110 X 58;15231,79;18583;DURATOP, REFORZADO
RAMAL SIMPLE XRS 90º C/VENT 110;25474,57;31079;DURATOP, REFORZADO
RAMAL SIMPLE XRS 90º C/VENT 110 X 63;32089,52;39150;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45´ 78 X 58;9118,24;11125;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 110 X 110;14023,57;17109;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 110 X 58;12394,41;15122;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 110 X 63;12416,89;15149;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 110 X 78;18922,37;23086;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 160 X 110;49193,42;60016;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 160 X 160;72763,9;88772;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 200 X 110;75570,76;92197;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 200 X 160;95840,5;116926;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 58 X 58;7735,19;9437;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 45º 78;10861,88;13252;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 90º 110 X 110;15952,61;19463;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 90º 110 X 58;11310,37;13799;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 90º 110 X 63;17929,48;21874;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 90º 110 X 78;17178,8;20959;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 90º 58 X 58;6691,71;8164;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 90º 78 X 58;8288,8;10113;DURATOP, REFORZADO
RAMAL SIMPLE XRS M-H 90º 78 X 78;9591,22;11702;DURATOP, REFORZADO
REDUCCION EXCENTRICA XRS M-H 110 X 58;6843,51;8350;DURATOP, REFORZADO
REDUCCION EXCENTRICA XRS M-H 110 X 78;9403,18;11472;DURATOP, REFORZADO
REDUCCION EXCENTRICA XRS M-H 160 X 110;27945,99;34095;DURATOP, REFORZADO
REDUCCION EXCENTRICA XRS M-H 200 X 160;78201,57;95406;DURATOP, REFORZADO
REDUCCION EXCENTRICA XRS M-H 58 X 50;2599,96;3172;DURATOP, REFORZADO
REDUCCION EXCENTRICA XRS M-H 78 X 58;7229,43;8820;DURATOP, REFORZADO
REDUCCION EXCENTRICA XRS M-H 78 X 63;2784,3;3397;DURATOP, REFORZADO
REDUCCION EXCENTRICA XRS M-H 78 X 75;4745,39;5790;DURATOP, REFORZADO
REDUCTOR ANULAR XRS M-H 58 X 50;1546,87;1888;DURATOP, REFORZADO
SOBRE EMBUDOC/REJA PLASTICA 20X20 XRS;14920,2;18203;DURATOP, REFORZADO
TAPON XRS 110;6544,79;7985;DURATOP, REFORZADO
TAPON XRS 160;14634,82;17855;DURATOP, REFORZADO
TAPON XRS 58;3201,71;3907;DURATOP, REFORZADO
TAPON XRS 78;5345,98;6523;DURATOP, REFORZADO
TRABA METALICA TAPON XR DE 110 MM;5285,75;6449;DURATOP, REFORZADO
TRABA METALICA TAPON XR DE 160 MM;6198,87;7563;DURATOP, REFORZADO
TRABA METALICA TAPON XR DE 200 MM;6477,04;7902;DURATOP, REFORZADO
TUBO XR M-H 110 X 5,3 X 1 M;12605,53;15379;DURATOP, REFORZADO
TUBO XR M-H 110 X 5,3 X 2,7 M;26699,04;32573;DURATOP, REFORZADO
TUBO XR M-H 110 X 5,3 X 3 M;26959,48;32891;DURATOP, REFORZADO
TUBO XR M-H 110 X 5,3 X 4 M;34550,88;42153;DURATOP, REFORZADO
TUBO XR M-H 160 X 5,3 X 1 M;20382,21;24867;DURATOP, REFORZADO
TUBO XR M-H 160 X 5,3 X 3 M;45298,44;55265;DURATOP, REFORZADO
TUBO XR M-H 160 X 5,3 X 4 M;60331,02;73604;DURATOP, REFORZADO
TUBO XR M-H 200 X 6,2 X 4 M;84896,89;103575;DURATOP, REFORZADO
TUBO XR M-H 58 X 4,0 X 1 M;6980,9;8517;DURATOP, REFORZADO
TUBO XR M-H 58 X 4,0 X 3 M;14431,71;17607;DURATOP, REFORZADO
TUBO XR M-H 58 X 4,0 X 4 M;19241,7;23475;DURATOP, REFORZADO
TUBO XR M-H 78 X 4,3 X 1 M;6568,5;8014;DURATOP, REFORZADO
TUBO XR M-H 78 X 4,3 X 3 M;16915,13;20637;DURATOP, REFORZADO
TUBO XR M-H 78 X 4,3 X 4 M;22071,48;26928;DURATOP, REFORZADO
ACOPLE DE TRANSICION;10404,72;12694;CUPLAS
AT GABINETE / 4 3/4°G 25MM;12829,71;15653;GABINETES
AT GABINETE / 4 SIN VAINAS;10214,18;12462;GABINETES
AT GABINETE / 5 3/4°G-25MM (PREARMADO CON 3 M DE T;21441,6;26159;GABINETES
AT GABINETE / 5 SIN VAINAS (PREARMADO CON 3 M DE T;14547,81;17749;GABINETES
CONEXION DIELECTRICA ALUMINIO 1-1/4° - 3/4° NUEVA;6473,93;7899;CONECCIONES
CONJUNTO VAINA ANTICORTE;3396,67;4144;CONJUNTOS
CONJUNTO VAINAS SIN ABOCARDAR;7932,8;9679;CONJUNTOS
EMA;52055,82;63509;OTROS
FLEXIBLE CORTO PARA REGULADOR DE GAS;23727,83;28948;FLEXIBLES
FLEXIBLE LARGO PARA REGULADOR DE GAS;32046,47;39097;FLEXIBLES
JUEGO ADAPTADORES;12045,7;14696;ADAPTADORES
KIT AT/5 CON LLAVE ESFERICA;30513,24;37227;GABINETES
MALLA DE ADVERTENCIA A.150MM.;733,47;895;MALLAS
MALLA DE ADVERTENCIA A.300MM.;1421,09;1734;MALLAS
PIPETA P/RED ACERO 3/4°G 25MM;14195,47;17319;PIPETAS
REGULADOR B10 FLEX.LARGO;100108,13;122132;REGULADORES
REGULADOR GAS B10 C/FLEXIBLE CORTO 10M3 SIGAS;90369,74;110252;REGULADORES
REGULADOR GAS BX6 C/ FLEXIBLE 2 ETAPAS 6M3 SIGAS;58752,38;71678;REGULADORES
REGULADOR GAS BX6 RIGIDO S/FLEX 2 ETAPAS SIGAS;45342,07;55318;REGULADORES
TE AUTOPERFORANTE 3/4° 25MM;27069,27;33025;TORNILLOS
TUBO PE DN 25 MM;1534,43;1873;CAÑOS
VAINA TRAMO CURVO;2330,52;2844;VAINAS
VAINA TRAMO RECTO BOCA GRANDE;1400,09;1709;VAINAS
VAINA TRAMO RECTO SIN ABOCARDA;1124,19;1372;VAINAS
VALVULA ESFER. 3/4°;18524,7;22601;VALVULAS
CUPLA ELECTRICA 110MM SIGAS ( 1);48935,77;59702;CUPLAS
CUPLA ELECTRICA 20 MM SIGAS ( 1);9286,93;11331;CUPLAS
CUPLA ELECTRICA 25 MM SIGAS ( 1);9296,71;11342;CUPLAS
CUPLA ELECTRICA 32 MM SIGAS ( 1);10142,64;12375;CUPLAS
CUPLA ELECTRICA 40 MM SIGAS ( 1);15158,96;18494;CUPLAS
CUPLA ELECTRICA 50MM SIGAS ( 1);15682,26;19133;CUPLAS
CUPLA ELECTRICA 63MM SIGAS ( 1);16287,64;19871;CUPLAS
CUPLA ELECTRICA 75MM SIGAS ( 1);26131,9;31881;CUPLAS
CUPLA ELECTRICA 90MM SIGAS ( 1);26697,65;32572;CUPLAS
GBMH BUJE REDUCCION 110-75 SIGAS ( 1);25245,76;30800;GAS, FUSION
GBMH BUJE REDUCCION 110-90 SIGAS ( 1);25298,78;30865;GAS, FUSION
GBMH BUJE REDUCCION 25-20 SIGAS ( 10);1194,29;1458;GAS, FUSION
GBMH BUJE REDUCCION 32-20 SIGAS ( 10);1443,69;1762;GAS, FUSION
GBMH BUJE REDUCCION 32-25 SIGAS ( 10);1476,81;1802;GAS, FUSION
GBMH BUJE REDUCCION 40-25 SIGAS ( 10);2002,85;2444;GAS, FUSION
GBMH BUJE REDUCCION 40-32 SIGAS ( 10);2081,5;2540;GAS, FUSION
GBMH BUJE REDUCCION 50-32 SIGAS ( 1);3143,45;3836;GAS, FUSION
GBMH BUJE REDUCCION 50-40 SIGAS ( 1);3278,82;4001;GAS, FUSION
GBMH BUJE REDUCCION 63-40 SIGAS ( 1);3681,5;4492;GAS, FUSION
GBMH BUJE REDUCCION 63-50 SIGAS ( 1);3927,51;4792;GAS, FUSION
GBMH BUJE REDUCCION 75-50 SIGAS ( 1);11341,71;13837;GAS, FUSION
GBMH BUJE REDUCCION 75-63 SIGAS ( 1);13577,09;16565;GAS, FUSION
GBMH BUJE REDUCCION 90-63 SIGAS ( 1);16017,43;19542;GAS, FUSION
GBMH BUJE REDUCCION 90-75 SIGAS ( 1);18966,28;23139;GAS, FUSION
GC CUPLA REDUCCION 110-75 SIGAS ( 1);25830,31;31513;GAS, FUSION
GC CUPLA REDUCCION 110-90 SIGAS ( 1);26555,93;32399;GAS, FUSION
GC CUPLA REDUCCION 25-20 SIGAS ( 10);1070,28;1306;GAS, FUSION
GC CUPLA REDUCCION 32-20 SIGAS ( 10);1276,95;1558;GAS, FUSION
GC CUPLA REDUCCION 32-25 SIGAS ( 10);1260,02;1538;GAS, FUSION
GC CUPLA REDUCCION 40-25 SIGAS ( 10);5082,27;6201;GAS, FUSION
GC CUPLA REDUCCION 40-32 SIGAS ( 10);5282,35;6445;GAS, FUSION
GC CUPLA REDUCCION 50-32 SIGAS ( 5);6220,11;7589;GAS, FUSION
GC CUPLA REDUCCION 50-40 SIGAS ( 5);6334;7728;GAS, FUSION
GC CUPLA REDUCCION 63-40 SIGAS ( 2);7943,39;9691;GAS, FUSION
GC CUPLA REDUCCION 63-50 SIGAS ( 2);8640,73;10542;GAS, FUSION
GC CUPLA REDUCCION 75-50 SIGAS ( 1);11119,09;13566;GAS, FUSION
GC CUPLA REDUCCION 75-63 SIGAS ( 1);14476,97;17662;GAS, FUSION
GC CUPLA REDUCCION 90-63 SIGAS ( 1);17230;21021;GAS, FUSION
GC CUPLA REDUCCION 90-75 SIGAS ( 1);17992,13;21951;GAS, FUSION
GC UNION DE 110 MM SIGAS ( 1);20759,93;25328;GAS, FUSION
GC UNION DE 20 MM SIGAS ( 10);1113,35;1359;GAS, FUSION
GC UNION DE 32 MM SIGAS ( 10);1436,16;1753;GAS, FUSION
GC UNION DE 40 MM SIGAS ( 10);3274,19;3995;GAS, FUSION
GC UNION DE 50 MM SIGAS ( 5);6587,36;8037;GAS, FUSION
GC UNION DE 63 MM SIGAS ( 2);8734,08;10656;GAS, FUSION
GC UNION DE 75 MM SIGAS ( 1);12043,82;14694;GAS, FUSION
GC UNION DE 90 MM SIGAS ( 1);14317,98;17468;GAS, FUSION
GCA CODO A 45º 110MM SIGAS ( 1);45646,7;55689;GAS, FUSION
GCA CODO A 45º 20 MM SIGAS ( 10);2148,83;2622;GAS, FUSION
GCA CODO A 45º 25 MM SIGAS ( 10);2467,11;3010;GAS, FUSION
GCA CODO A 45º 32 MM SIGAS ( 10);2740;3343;GAS, FUSION
GCA CODO A 45º 40 MM SIGAS ( 5);6440,58;7858;GAS, FUSION
GCA CODO A 45º 50MM SIGAS ( 1);14656,61;17882;GAS, FUSION
GCA CODO A 45º 63MM SIGAS ( 1);18348,78;22386;GAS, FUSION
GCA CODO A 45º 75MM SIGAS ( 1);32709,92;39907;GAS, FUSION
GCA CODO A 45º 90MM SIGAS ( 1);38445,99;46905;GAS, FUSION
GCAMH CODO MH A 45º DE 20 MM;2009,27;2452;GAS, FUSION
GCAMH CODO MH A 45º DE 25 MM;2469,41;3013;GAS, FUSION
GCAMH CODO MH A 45º DE 32 MM;2884,54;3520;GAS, FUSION
GCIH TRANSICION DE 110 X 4° H SIGAS ( 1);60552,69;73875;GAS, FUSION
GCIH TRANSICION DE 20 X 1/2° H SIGAS ( 10);2601,98;3175;GAS, FUSION
GCIH TRANSICION DE 25 X 1/2° H SIGAS ( 10);3620,65;4418;GAS, FUSION
GCIH TRANSICION DE 25 X 3/4° H SIGAS ( 10);3557,11;4340;GAS, FUSION
GCIH TRANSICION DE 32 X 1° H SIGAS ( 10);4649,12;5672;GAS, FUSION
GCIH TRANSICION DE 40 X 1.1/4° H SIGAS ( 5);9444,93;11523;GAS, FUSION
GCIH TRANSICION DE 50 X 1.1/2° H SIGAS ( 1);15242,01;18596;GAS, FUSION
GCIH TRANSICION DE 63 X 2° H SIGAS ( 1);22986,87;28044;GAS, FUSION
GCIH TRANSICION DE 75 X 2-1/2°H SIGAS ( 1);33578,78;40967;GAS, FUSION
GCIH TRANSICION DE 90 X 3° H SIGAS ( 1);45794,99;55870;GAS, FUSION
GCIM TRANSICION DE 110 X 4° M SIGAS ( 1);71709,17;87486;GAS, FUSION
GCIM TRANSICION DE 20 X 1/2° M SIGAS ( 10);2912,46;3554;GAS, FUSION
GCIM TRANSICION DE 25 X 1/2° M SIGAS ( 10);3756,29;4583;GAS, FUSION
GCIM TRANSICION DE 25 X 3/4° M SIGAS ( 10);4065,36;4960;GAS, FUSION
GCIM TRANSICION DE 32 X 1° M SIGAS ( 10);5221,76;6371;GAS, FUSION
GCIM TRANSICION DE 40 X 1.1/4° M SIGAS ( 5);10815,53;13195;GAS, FUSION
GCIM TRANSICION DE 50 X 1.1/2° M SIGAS ( 1);24673,77;30102;GAS, FUSION
GCIM TRANSICION DE 63 X 2°M SIGAS ( 1);22356,57;27276;GAS, FUSION
GCIM TRANSICION DE 75 X 2-1/2°M SIGAS ( 1);42296,87;51603;GAS, FUSION
GCIM TRANSICION DE 90 X 3° M SIGAS ( 1);51928,44;63353;GAS, FUSION
GCU CODO 90º 110 MM SIGAS ( 1);56383,18;68788;GAS, FUSION
GCU CODO 90º 40 MM SIGAS ( 5);4360,94;5321;GAS, FUSION
GCU CODO 90º 50 MM SIGAS ( 1);10594,14;12925;GAS, FUSION
GCU CODO 90º 63 MM SIGAS ( 1);16620,22;20277;GAS, FUSION
GCU CODO 90º 75 MM SIGAS ( 1);34454,56;42035;GAS, FUSION
GCU CODO 90º 90 MM SIGAS ( 1);39139,5;47751;GAS, FUSION
GCUIH CODO 90º 110 X 4° H SIGAS ( 1);88163,01;107559;GAS, FUSION
GCUIH CODO 90º 20 X 1/2° H SIGAS ( 10);3018,16;3683;GAS, FUSION
GCUIH CODO 90º 25 X 1/2° H SIGAS ( 10);3904,63;4764;GAS, FUSION
GCUIH CODO 90º 25 X 3/4° H SIGAS ( 10);4483,23;5470;GAS, FUSION
GCUIH CODO 90º 32 X 1° H SIGAS ( 10);7551,86;9214;GAS, FUSION
GCUIH CODO 90º 32 X 3/4° H SIGAS ( 10);6178,56;7538;GAS, FUSION
GCUIH CODO 90º 40 X 1° H SIGAS ( 5);12665,3;15452;GAS, FUSION
GCUIH CODO 90º 40 X 1.1/4° H SIGAS ( 5);13004,72;15866;GAS, FUSION
GCUIH CODO 90º 50 X 1.1/2° H SIGAS ( 1);20065,06;24480;GAS, FUSION
GCUIH CODO 90º 50 X 1.1/4° H SIGAS ( 1);19471,54;23756;GAS, FUSION
GCUIH CODO 90º 63 X 1.1/2° H SIGAS ( 1);26337,95;32133;GAS, FUSION
GCUIH CODO 90º 63 X 2° H SIGAS ( 1);25190,55;30733;GAS, FUSION
GCUIH CODO 90º 75 X 2-1/2° H SIGAS ( 1);48439,59;59097;GAS, FUSION
GCUIH CODO 90º 90 X 3° H SIGAS ( 1);62525,33;76281;GAS, FUSION
GCUIH CODO 90º C/BASE H EXTRA LAR 20X1/2° ST;5427,57;6622;GAS, FUSION
GCUIH CODO 90º C/BASE H EXTRA LAR 25X1/2° ST;6587,55;8037;GAS, FUSION
GCUIH CODO 90º C/BASE H LARGA 20X1/2° ST;4541,94;5542;GAS, FUSION
